"applno","appltype","applpublicnotes","sponsorname","tecode"
20091,"NDA",,"ALLIANCE PHARM",
20092,"NDA",,"ALLERGAN SALES LLC",
20095,"NDA",,"GLAXOSMITHKLINE",
20098,"NDA",,"ABBVIE",
20100,"NDA",,"LILLY",
20101,"NDA",,"LILLY",
20103,"NDA",,"NOVARTIS PHARMS CORP",
20105,"NDA",,"PAR STERILE PRODUCTS",
20107,"NDA",,"BAXTER HLTHCARE",
20111,"NDA",,"BAJAJ MEDICAL LLC",
20114,"NDA",,"MYLAN SPECIALITY LP",
20118,"NDA",,"BAXTER HLTHCARE",
20119,"NDA",,"HQ SPECLT PHARMA",
20120,"NDA",,"LUPIN ATLANTIS",
20121,"NDA",,"GLAXOSMITHKLINE",
20122,"NDA",,"HOSPIRA INC",
20123,"NDA",,"GE HEALTHCARE",
20124,"NDA",,"US ARMY",
20125,"NDA",,"PFIZER PHARMS",
20126,"NDA",,"MYLAN PHARMS INC",
20130,"NDA",,"APIL",
20131,"NDA",,"BRACCO",
20132,"NDA",,"GLAXOSMITHKLINE",
20134,"NDA",,"GE HEALTHCARE",
20135,"NDA",,"MCNEIL PED",
20136,"NDA",,"MYLAN SPECIALITY LP",
20137,"NDA",,"ROCHE",
20140,"NDA",,"SPECTRUM PHARMS",
20142,"NDA",,"NOVARTIS",
20144,"NDA",,"NOVARTIS",
20145,"NDA",,"USPHARMA",
20147,"NDA",,"BAXTER HLTHCARE",
20148,"NDA",,"VALEANT",
20151,"NDA",,"WYETH PHARMS INC",
20152,"NDA",,"BRISTOL MYERS SQUIBB",
20154,"NDA",,"BRISTOL MYERS SQUIBB",
20155,"NDA",,"BRISTOL MYERS SQUIBB",
20156,"NDA",,"BRISTOL-MYERS SQUIBB",
20161,"NDA",,"ICU MEDICAL INC",
20162,"NDA",,"FERRING",
20163,"NDA",,"BAXTER HLTHCARE",
20164,"NDA",,"SANOFI AVENTIS US",
20165,"NDA",,"SANOFI AVENTIS US",
20166,"NDA",,"US ARMY",
20167,"ANDA",,"MYLAN PHARMS INC",
20168,"NDA",,"GENENTECH",
20169,"NDA",,"CONCORDIA PHARMS INC",
20171,"NDA",,"FRESENIUS MEDCL",
20173,"NDA",,"BAXTER HLTHCARE",
20176,"NDA",,"HOSPIRA",
20177,"NDA",,"BAXTER HLTHCARE",
20178,"NDA",,"BAXTER HLTHCARE",
20179,"NDA",,"BAXTER HLTHCARE",
20180,"NDA",,"MERCK",
20181,"NDA",,"HOSPIRA",
20182,"NDA",,"LEADIANT BIOSCI INC",
20183,"NDA",,"BAXTER HLTHCARE",
20184,"NDA",,"SYMPLMED PHARMS LLC",
20186,"NDA",,"TEVA BRANDED PHARM",
20189,"NDA",,"MYLAN SPECIALITY LP",
20191,"NDA",,"NOVARTIS PHARMS CORP",
20192,"NDA",,"NOVARTIS",
20193,"NDA",,"JANSSEN PHARMS",
20195,"NDA",,"CEPHALON",
20198,"NDA",,"ALVOGEN",
20199,"NDA",,"ROCHE",
20200,"NDA",,"ABBVIE",
20201,"NDA",,"HOSPIRA",
20204,"NDA",,"BAYER",
20205,"NDA",,"TARO PHARMS NORTH",
20207,"NDA",,"APOTEX INC",
20208,"NDA",,"MEDICIS",
20209,"NDA",,"FOUGERA PHARMS",
20210,"NDA",,"JANSSEN PHARMS",
20212,"NDA",,"PHARMACIA AND UPJOHN",
20213,"NDA",,"BAUSCH AND LOMB",
20214,"NDA",,"ORGANON USA INC",
20215,"NDA",,"LANNETT CO INC",
20216,"NDA",,"WYETH PHARMS",
20219,"NDA",,"NOVARTIS",
20220,"NDA",,"BAYER HLTHCARE",
20221,"NDA",,"CLINIGEN HLTHCARE",
20222,"NDA",,"PHARMACIA UPJOHN",
20225,"NDA",,"SCHERING PLOUGH",
20226,"NDA",,"ALCON",
20227,"NDA",,"PHARMACIA AND UPJOHN",
20228,"NDA",,"BOEHRINGER INGELHEIM",
20229,"NDA",,"JANSSEN PHARMS",
20231,"NDA",,"COLGATE PALMOLIVE",
20232,"NDA",,"ACTAVIS LABS UT INC",
20233,"NDA",,"ASTRAZENECA",
20234,"NDA",,"NOVARTIS",
20235,"NDA",,"PFIZER PHARMS",
20236,"NDA",,"GLAXOSMITHKLINE",
20237,"NDA",,"EISAI INC",
20238,"NDA",,"MEDTECH PRODUCTS",
20239,"NDA",,"ROCHE",
20240,"NDA",,"SCHERING",
20241,"NDA",,"GLAXOSMITHKLINE LLC",
20243,"NDA",,"SOLVAY",
20246,"NDA",,"PHARMACIA AND UPJOHN",
20248,"NDA",,"FRESENIUS",
20249,"NDA",,"MERCK SHARP DOHME",
20250,"NDA",,"GLAXOSMITHKLINE",
20251,"NDA",,"GLAXO GRP LTD",
20254,"NDA",,"NOVARTIS",
20255,"NDA",,"BAXTER HLTHCARE",
20256,"NDA",,"LANTHEUS MEDCL",
20258,"NDA",,"NOVARTIS PHARMS CORP",
20259,"NDA",,"GLAXOSMITHKLINE LLC",
20261,"NDA",,"NOVARTIS",
20262,"NDA",,"HQ SPCLT PHARMA",
20263,"NDA",,"ABBVIE ENDOCRINE INC",
20264,"NDA",,"BRISTOL MYERS SQUIBB",
20267,"NDA",,"PFIZER",
20269,"NDA",,"HOSPIRA",
20272,"NDA",,"JANSSEN PHARMS",
20273,"NDA",,"LEO PHARMA AS",
20279,"NDA",,"VALEANT BERMUDA",
20280,"NDA",,"PHARMACIA AND UPJOHN",
20281,"NDA",,"JANSSEN PHARMS",
20286,"NDA",,"BRISTOL MYERS SQUIBB",
20287,"NDA",,"PFIZER INC",
20288,"NDA",,"MEDTECH PRODUCTS",
20289,"NDA",,"BAYER HEALTHCARE LLC",
20291,"NDA",,"BOEHRINGER INGELHEIM",
20292,"NDA",,"OTSUKA",
20297,"NDA",,"SMITHKLINE BEECHAM",
20298,"NDA",,"MYLAN INSTITUTIONAL",
20301,"NDA",,"JANSSEN PHARMS",
20303,"NDA",,"WYETH PHARMS INC",
20304,"NDA",,"BAYER HLTHCARE",
20305,"NDA",,"ROCHE",
20306,"NDA",,"DOWNSTATE CLINCL",
20309,"NDA",,"HOSPIRA",
20310,"NDA",,"JOHNSON AND JOHNSON",
20312,"NDA",,"UCB INC",
20313,"NDA",,"MYLAN IRELAND LTD",
20314,"NDA",,"MALLINKRODT NUCLEAR",
20315,"NDA",,"ROXANE",
20316,"NDA",,"GUERBET",
20323,"NDA",,"NOVARTIS",
20325,"NDA",,"J AND J CONSUMER INC",
20326,"NDA",,"MEDIMMUNE ONCOLOGY",
20327,"NDA",,"BRACCO",
20328,"NDA",,"ORGANON USA INC",
20329,"NDA",,"PFIZER",
20330,"NDA",,"VALEANT PHARMS LLC",
20333,"NDA",,"SHIRE LLC",
20334,"NDA",,"GD SEARLE LLC",
20336,"NDA",,"GLAXOSMITHKLINE LLC",
20337,"NDA",,"FOUGERA PHARMS",
20338,"NDA",,"GALDERMA LABS LP",
20340,"NDA",,"FOUGERA PHARMS",
20343,"NDA",,"SANOFI AVENTIS US",
20345,"ANDA",,"ICU MEDICAL INC",
20346,"NDA",,"J AND J CONSUMER INC",
20347,"NDA",,"ABBOTT",
20351,"NDA",,"GE HEALTHCARE",
20353,"NDA",,"ALVOGEN MALTA",
20355,"NDA",,"FERRING PHARMS INC",
20356,"NDA",,"COVIS PHARMA BV",
20357,"NDA",,"BRISTOL MYERS SQUIBB",
20358,"NDA",,"GLAXOSMITHKLINE",
20360,"ANDA",,"BAXTER HLTHCARE",
20363,"NDA",,"NOVARTIS",
20364,"NDA",,"NOVARTIS",
20367,"NDA",,"GENZYME",
20369,"NDA",,"NOVARTIS PHARMS CORP",
20372,"NDA",,"GE HEALTHCARE",
20374,"ANDA",,"FRESENIUS",
20375,"NDA",,"BAYER HLTHCARE",
20377,"NDA",,"WYETH PHARMS INC",
20378,"NDA",,"EMD SERONO",
20379,"NDA",,"PHARMACIA AND UPJOHN",
20380,"NDA",,"GALDERMA LABS LP",
20381,"NDA",,"ABBVIE",
20385,"NDA",,"PFIZER INC",
20386,"NDA",,"MERCK SHARP DOHME",
20387,"NDA",,"MERCK SHARP DOHME",
20388,"NDA",,"PIERRE FABRE",
20389,"NDA",,"BAYER HEALTHCARE LLC",
20392,"NDA",,"MYLAN",
20393,"NDA",,"BOEHRINGER INGELHEIM",
20394,"NDA",,"BOEHRINGER INGELHEIM",
20397,"NDA",,"COVIS PHARMA BV",
20398,"NDA",,"JANSSEN PHARMS",
20400,"NDA",,"MYLAN",
20401,"NDA",,"VALEANT PHARMS NORTH",
20402,"NDA",,"PFIZER",
20403,"NDA",,"GLAXOSMITHKLINE",
20404,"NDA",,"MYLAN PHARMS INC",
20405,"NDA",,"CONCORDIA PHARMS INC",
20406,"NDA",,"TAKEDA PHARMS USA",
20408,"NDA",,"MERCK",
20409,"NDA",,"TEVA BRANDED PHARM",
20410,"NDA",,"AMAG PHARMS INC",
20411,"NDA",,"FERRING PHARMS INC",
20412,"NDA",,"BRISTOL MYERS SQUIBB",
20413,"NDA",,"BRISTOL MYERS SQUIBB",
20414,"NDA",,"US ARMY",
20415,"NDA",,"ORGANON USA INC",
20416,"NDA",,"AMAG PHARMS INC",
20417,"NDA",,"PARKE DAVIS",
20418,"NDA",,"MCNEIL PED",
20420,"NDA",,"GENSIA AUTOMEDICS",
20421,"NDA",,"BAYER",
20427,"NDA",,"LUNDBECK PHARMS LLC",
20428,"NDA",,"ALLERGAN",
20429,"NDA",,"WYETH CONS",
20430,"NDA",,"ASPEN GLOBAL INC",
20438,"NDA",,"CHEPLAPHARM",
20439,"NDA",,"OAK PHARMS INC",
20441,"NDA",,"ASTRAZENECA",
20443,"NDA",,"EMD SERONO INC",
20444,"NDA",,"GLAXOSMITHKLINE LLC",
20448,"NDA",,"J AND J CONSUMER INC",
20449,"NDA",,"SANOFI AVENTIS US",
20450,"NDA",,"PARKE DAVIS",
20451,"NDA",,"CONCORDIA LABS INC",
20452,"NDA",,"CORDENPHARMA",
20453,"NDA",,"FOUGERA PHARMS",
20457,"NDA",,"BRISTOL MYERS SQUIBB",
20458,"NDA",,"TEVA",
20459,"NDA",,"EUROHLTH INTL SARL",
20460,"NDA",,"ROCHE PALO",
20463,"NDA",,"BLACKSMITH BRANDS",
20468,"NDA",,"SANOFI AVENTIS US",
20469,"NDA",,"SCHERING",
20470,"NDA",,"BAYER HEALTHCARE LLC",
20471,"NDA",,"CHIESI USA INC",
20472,"NDA",,"PHARMACIA AND UPJOHN",
20474,"NDA",,"ALCON",
20475,"NDA",,"VALEANT INTL",
20476,"NDA",,"MCNEIL",
20478,"NDA",,"ABBVIE",
20479,"NDA",,"MYLAN SPECIALITY LP",
20482,"NDA",,"BAYER HLTHCARE",
20484,"NDA",,"LEO PHARMA AS",
20485,"NDA",,"JOHNSON AND JOHNSON",
20486,"NDA",,"SCHERING",
20487,"NDA",,"GLAXOSMITHKLINE",
20488,"NDA",,"HOSPIRA",
20489,"NDA",,"ALLERGAN SALES LLC",
20490,"NDA",,"ALLERGAN",
20491,"NDA",,"PHARMACIA AND UPJOHN",
20496,"NDA",,"SANOFI AVENTIS US",
20497,"NDA",,"KYOWA KIRIN",
20498,"NDA",,"ANI PHARMS INC",
20499,"NDA",,"BAYER",
20500,"NDA",,"GLAXOSMITHKLINE LLC",
20503,"NDA",,"3M DRUG DELIVERY",
20504,"NDA",,"ALLERGAN SALES LLC",
20505,"NDA",,"JANSSEN PHARMS",
20506,"NDA",,"MERCK",
20507,"NDA",,"BIOVAIL",
20508,"NDA",,"SUN PHARM INDS INC",
20509,"NDA",,"LILLY",
20511,"NDA",,"ULURU",
20512,"ANDA",,"BAXTER HLTHCARE",
20516,"NDA",,"J AND J CONSUMER INC",
20517,"NDA",,"ABBVIE ENDOCRINE INC",
20518,"NDA",,"VIIV HLTHCARE",
20519,"NDA",,"CNTY LINE PHARMS",
20520,"NDA",,"SANOFI US",
20521,"NDA",,"ONY",
20522,"NDA",,"GENENTECH",
20524,"NDA",,"MYLAN",
20525,"NDA",,"BAYER HEALTHCARE LLC",
20526,"NDA",,"BAYER HEALTHCARE LLC",
20527,"NDA",,"WYETH PHARMS",
20528,"NDA",,"ABBVIE",
20529,"NDA",,"ALLERGAN SALES LLC",
20530,"NDA",,"IOMED",
20531,"NDA",,"GALDERMA LABS LP",
20532,"NDA",,"STAND HOMEOPATH",
20533,"NDA",,"FRESENIUS KABI USA",
20536,"NDA",,"MCNEIL CONS",
20538,"NDA",,"NOVARTIS",
20539,"NDA",,"NOVARTIS",
20541,"NDA",,"ANI PHARMS INC",
20542,"NDA",,"HOSPIRA",
20544,"NDA",,"POPULATION COUNCIL",
20545,"NDA",,"KING PHARMS",
20547,"NDA",,"PAR PHARM INC",
20548,"NDA",,"GLAXOSMITHKLINE",
20549,"NDA",,"GLAXOSMITHKLINE",
20550,"NDA",,"GLAXOSMITHKLINE",
20551,"NDA",,"ABBVIE",
20552,"NDA",,"GD SEARLE LLC",
20554,"NDA",,"LEO PHARMA AS",
20555,"NDA",,"PFIZER",
20559,"NDA",,"GLAXOSMITHKLINE",
20560,"NDA",,"MERCK AND CO INC",
20563,"NDA",,"LILLY",
20564,"NDA",,"VIIV HLTHCARE",
20569,"NDA",,"BAUSCH AND LOMB",
20570,"NDA",,"LANTHEUS MEDICAL",
20571,"NDA",,"PFIZER INC",
20572,"NDA",,"HORIZON PHARMA INC",
20573,"NDA",,"HORIZON PHARMA INC",
20574,"NDA",,"BAYER HEALTHCARE LLC",
20575,"NDA",,"NOVEN",
20576,"NDA",,"ORPHAN EUROPE",
20577,"NDA",,"LUKARE MEDICAL LLC",
20578,"NDA",,"TERSERA THERAPS LLC",
20579,"NDA",,"BOEHRINGER INGELHEIM",
20580,"NDA",,"ORGANON USA INC",
20582,"NDA",,"ORGANON USA INC",
20583,"NDA",,"BAUSCH AND LOMB",
20584,"NDA",,"WYETH PHARMS INC",
20586,"NDA",,"OTSUKA AMERICA",
20587,"NDA",,"LYMOL MEDCL",
20588,"NDA",,"JANSSEN PHARMS",
20589,"NDA",,"PFIZER",
20591,"NDA",,"ABBVIE",
20592,"NDA",,"LILLY",
20593,"NDA",,"ABBVIE",
20596,"NDA",,"VIIV HLTHCARE",
20597,"NDA",,"PHARMACIA AND UPJOHN",
20599,"NDA",,"COVIS PHARMA BV",
20600,"NDA",,"ALLERGAN",
20601,"NDA",,"J AND J CONSUMER INC",
20602,"NDA",,"J AND J CONSUMER INC",
20603,"NDA",,"J AND J CONSUMER INC",
20604,"NDA",,"EMD SERONO",
20605,"NDA",,"NOVARTIS PHARMS CORP",
20606,"NDA",,"J AND J CONSUMER INC",
20607,"NDA",,"GD SEARLE LLC",
20608,"NDA",,"GE HEALTHCARE",
20610,"NDA",,"VALEANT PHARMS INTL",
20611,"NDA",,"LEO PHARM",
20612,"NDA",,"TEIKOKU PHARMA USA",
20613,"NDA",,"ALLERGAN",
20615,"NDA",,"MYLAN INSTITUTIONAL",
20616,"NDA",,"ALLERGAN SALES LLC",
20617,"NDA",,"AVENT",
20619,"NDA",,"ALCON",
20622,"NDA",,"TEVA PHARMS USA",
20623,"NDA",,"US PHARM HOLDINGS",
20624,"NDA",,"US PHARM HOLDINGS",
20625,"NDA",,"SANOFI AVENTIS US",
20626,"NDA",,"GLAXOSMITHKLINE",
20627,"NDA",,"WYETH PHARMS INC",
20628,"NDA",,"HOFFMANN LA ROCHE",
20629,"NDA",,"MYLAN PHARMS INC",
20630,"NDA",,"MYLAN INSTITUTIONAL",
20631,"NDA",,"SPECGX LLC",
20632,"NDA",,"ABBOTT",
20634,"NDA",,"JANSSEN PHARMS",
20635,"NDA",,"JANSSEN PHARMS",
20636,"NDA",,"BOEHRINGER INGELHEIM",
20637,"NDA",,"ARBOR PHARMS LLC",
20638,"NDA",,"GILEAD SCIENCES INC",
20639,"NDA",,"ASTRAZENECA PHARMS",
20641,"NDA",,"BAYER HEALTHCARE LLC",
20645,"NDA",,"MEDICIS",
20646,"NDA",,"CEPHALON",
20647,"NDA",,"SOMERSET",
20648,"NDA",,"VALEANT PHARMS NORTH",
20649,"NDA",,"AUXILIUM PHARMS LLC",
20652,"NDA",,"IC TARGETS",
20655,"NDA",,"ALLERGAN SALES LLC",
20657,"NDA",,"JANSSEN PHARMS",
20658,"NDA",,"GLAXOSMITHKLINE LLC",
20659,"NDA",,"ABBVIE",
20663,"NDA",,"MYLAN BERTEK",
20664,"NDA",,"PHARMACIA AND UPJOHN",
20665,"NDA",,"NOVARTIS",
20666,"NDA",,"IMPAX LABS INC",
20667,"NDA",,"BOEHRINGER INGELHEIM",
20668,"NDA",,"ASTRAZENECA",
20670,"NDA",,"MEDTECH PRODUCTS",
20671,"NDA",,"NOVARTIS PHARMS CORP",
20675,"NDA",,"ALLERGAN SALES LLC",
20676,"NDA",,"COMBE",
20677,"NDA",,"MYLAN",
20678,"NDA",,"BAXTER HLTHCARE",
20680,"NDA",,"ABBOTT",
20682,"NDA",,"PHARMACIA AND UPJOHN",
20683,"NDA",,"WYETH PHARMS",
20685,"NDA",,"MERCK SHARP DOHME",
20686,"NDA",,"BRACCO",
20687,"NDA",,"DANCO LABS LLC",
20688,"NDA",,"NOVARTIS PHARMS CORP",
20690,"NDA",,"EISAI INC",
20692,"NDA",,"GLAXOSMITHKLINE",
20694,"NDA",,"JANSSEN PHARMA",
20695,"NDA",,"OTSUKA",
20696,"NDA",,"PAR PHARM INC",
20697,"NDA",,"VALEANT PHARMS LLC",
20698,"NDA",,"BRAINTREE",
20699,"NDA",,"WYETH PHARMS",
20700,"NDA",,"MYLAN SPECIALITY LP",
20701,"NDA",,"ALLERGAN SALES LLC",
20702,"NDA",,"PFIZER",
20704,"NDA",,"BAYER HEALTHCARE LLC",
20705,"NDA",,"VIIV HLTHCARE",
20706,"NDA",,"NOVARTIS PHARMS CORP",
20707,"NDA",,"SANOFI AVENTIS US",
20708,"NDA",,"ABBVIE ENDOCRINE INC",
20710,"NDA",,"APOTEX TECHNOLOGIES",
20711,"NDA",,"GLAXOSMITHKLINE",
20712,"NDA",,"SHIRE",
20713,"NDA",,"TEVA BRANDED PHARM",
20714,"NDA",,"PHARMACIA AND UPJOHN",
20715,"NDA",,"ALLERGAN SALES LLC",
20716,"NDA",,"ABBVIE",
20717,"NDA",,"CEPHALON",
20718,"NDA",,"SCHERING",
20719,"NDA",,"SANKYO",
20720,"NDA",,"PFIZER PHARMS",
20723,"NDA",,"MEDICIS",
20725,"NDA",,"ABBVIE",
20726,"NDA",,"NOVARTIS PHARMS",
20727,"NDA",,"ARBOR PHARMS LLC",
20729,"NDA",,"UCB INC",
20732,"NDA",,"INDIVIOR INC",
20733,"NDA",,"INDIVIOR INC",
20734,"NDA",,"BAXTER HLTHCARE",
20738,"NDA",,"ABBVIE",
20740,"NDA",,"BAYER PHARMS",
20741,"NDA",,"GEMINI LABS LLC",
20742,"NDA",,"ALCON",
20743,"NDA",,"VALEANT PHARMS NORTH",
20744,"NDA",,"CHIESI USA INC",
20745,"NDA",,"SANOFI US",
20746,"NDA",,"ASTRAZENECA PHARMS",
20747,"NDA",,"CEPHALON",
20748,"NDA",,"GALDERMA LABS LP",
20749,"NDA",,"GLAXOSMITHKLINE CONS",
20750,"NDA",,"SANOFI AVENTIS US",
20752,"NDA",,"MERCK",
20753,"NDA",,"PHARMACIA AND UPJOHN",
20755,"NDA",,"PFIZER",
20756,"NDA",,"WATSON LABS INC",
20757,"NDA",,"SANOFI AVENTIS US",
20758,"NDA",,"SANOFI AVENTIS US",
20759,"NDA",,"PFIZER",
20760,"NDA",,"PFIZER",
20762,"NDA",,"MERCK SHARP DOHME",
20763,"NDA",,"GLAXOSMITHKLINE LLC",
20764,"NDA",,"GLAXOSMITHKLINE LLC",
20766,"NDA",,"CHEPLAPHARM",
20767,"NDA",,"JANSSEN PHARMA",
20768,"NDA",,"IPR",
20769,"NDA",,"PRECISION DERMAT",
20771,"NDA",,"PHARMACIA AND UPJOHN",
20772,"NDA",,"QOL MEDCL",
20773,"NDA",,"BRACCO",
20774,"NDA",,"DEXCEL PHARMA",
20776,"NDA",,"GD SEARLE",
20778,"NDA",,"AGOURON PHARMS",
20779,"NDA",,"AGOURON PHARMS",
20780,"NDA",,"BAYER HLTHCARE",
20781,"NDA",,"NOVARTIS PHARMS CORP",
20782,"NDA",,"ABBOTT",
20784,"NDA",,"SANOFI AVENTIS US",
20785,"NDA",,"CELGENE",
20786,"NDA",,"SANOFI AVENTIS US",
20788,"NDA",,"MERCK",
20789,"NDA",,"SUNOVION PHARMS INC",
20791,"NDA",,"ALZA",
20792,"NDA",,"BIOVAIL",
20793,"NDA",,"WEST-WARD PHARMS INT",
20796,"NDA",,"ORION PHARMA",
20799,"NDA",,"DAIICHI",
20800,"NDA",,"IMPAX",
20801,"NDA",,"J AND J CONSUMER INC",
20802,"NDA",,"GLAXOSMITHKLINE CONS",
20803,"NDA",,"BAUSCH AND LOMB",
20805,"NDA",,"NOVARTIS PHARMS CORP",
20807,"NDA",,"BAYER HLTHCARE",
20808,"NDA",,"GE HEALTHCARE",
20809,"NDA",,"FALCON PHARMS",
20811,"NDA",,"ALLERGAN",
20812,"NDA",,"PFIZER",
20813,"NDA",,"ROCHE",
20815,"NDA",,"LILLY",
20816,"NDA",,"NOVARTIS PHARMS CORP",
20818,"NDA",,"NOVARTIS",
20819,"NDA",,"ABBVIE",
20822,"NDA",,"ALLERGAN SALES LLC",
20823,"NDA",,"NOVARTIS",
20825,"NDA",,"PFIZER",
20827,"NDA",,"MEDTECH PRODUCTS",
20828,"NDA",,"HOFFMANN LA ROCHE",
20829,"NDA",,"MSD MERCK CO",
20830,"NDA",,"MSD MERCK CO",
20831,"NDA",,"NOVARTIS",
20832,"NDA",,"BECTON DICKINSON CO",
20833,"NDA",,"GLAXO GRP LTD",
20834,"NDA",,"JOHNSON AND JOHNSON",
20835,"NDA",,"APIL",
20837,"NDA",,"OAK PHARMS INC",
20838,"NDA",,"ANI PHARMS INC",
20839,"NDA",,"SANOFI AVENTIS US",
20841,"NDA",,"PHARMOS",
20843,"NDA",,"ABBVIE INC",
20844,"NDA",,"JANSSEN PHARMS",
20845,"NDA",,"MALLINCKRODT HOSP",
20846,"NDA",,"GLAXOSMITHKLINE CONS",
20847,"NDA",,"WOMEN FIRST HLTHCARE",
20849,"NDA",,"BAXTER HLTHCARE",
20850,"NDA",,"BOEHRINGER INGELHEIM",
20855,"NDA",,"BAXTER HLTHCARE",
20857,"NDA",,"VIIV HLTHCARE",
20859,"NDA",,"PFIZER",
20860,"NDA",,"BAYER HLTHCARE",
20862,"NDA",,"SANOFI",
20863,"NDA",,"OTSUKA",
20864,"NDA",,"MERCK",
20865,"NDA",,"MERCK",
20866,"NDA",,"VEROSCIENCE",
20868,"NDA",,"GD SEARLE LLC",
20869,"NDA",,"OAK PHARMS INC",
20870,"NDA",,"NOVEN PHARMS INC",
20872,"NDA",,"SANOFI AVENTIS US",
20873,"NDA",,"SANDOZ INC",
20874,"NDA",,"PHARMACIA AND UPJOHN",
20882,"NDA",,"PFIZER PHARMS",
20883,"NDA",,"NOVARTIS PHARMS CORP",
20884,"NDA",,"BOEHRINGER INGELHEIM",
20885,"NDA",,"APOTEX TECHNOLOGIES",
20886,"NDA",,"EISAI INC",
20887,"NDA",,"CIS BIO INTL SA",
20888,"NDA",,"SCHERING PLOUGH",
20889,"NDA",,"SCHERING PLOUGH",
20890,"NDA",,"SCHERING PLOUGH",
20892,"NDA",,"ENDO PHARM",
20895,"NDA",,"PFIZER INC",
20896,"NDA",,"HOFFMANN LA ROCHE",
20897,"NDA",,"JANSSEN PHARMS",
20898,"NDA",,"GENZYME",
20899,"NDA",,"GE HEALTHCARE",
20900,"NDA",,"DXS DEVICES",
20901,"NDA",,"GALDERMA LABS LP",
20902,"NDA",,"J AND J CONSUMER INC",
20903,"NDA",,"MERCK SHARP DOHME",
20905,"NDA",,"SANOFI AVENTIS US",
20906,"NDA",,"BRISTOL MYERS SQUIBB",
20907,"NDA",,"AMNEAL PHARMS LLC",
20908,"NDA",,"NOVO NORDISK INC",
20911,"NDA",,"TEVA BRANDED PHARM",
20912,"NDA",,"MEDICURE",
20913,"NDA",,"MEDICURE",
20918,"NDA",,"NOVO NORDISK",
20919,"NDA",,"PFIZER",
20920,"NDA",,"SCIOS LLC",
20922,"NDA",,"AQUA PHARMS",
20923,"NDA",,"LIEBEL-FLARSHEIM",
20925,"NDA",,"GLAXOSMITHKLINE CONS",
20926,"NDA",,"GENZYME",
20927,"NDA",,"NOVARTIS",
20928,"NDA",,"LILLY",
20929,"NDA",,"ASTRAZENECA PHARMS",
20931,"NDA",,"PFIZER",
20932,"NDA",,"ROXANE",
20933,"NDA",,"BOEHRINGER INGELHEIM",
20934,"NDA",,"MYLAN PHARMS INC",
20936,"NDA",,"APOTEX TECHNOLOGIES",
20937,"NDA",,"LIEBEL-FLARSHEIM",
20938,"NDA",,"BOEHRINGER INGELHEIM",
20939,"NDA",,"BIOVAIL",
20941,"NDA",,"GLAXOSMITHKLINE",
20942,"NDA",,"ROCHE",
20943,"NDA",,"RECRO GAINESVILLE",
20944,"NDA",,"PFIZER",
20945,"NDA",,"ABBVIE",
20946,"NDA",,"TEVA BRANDED PHARM",
20947,"NDA",,"NUVO PHARMS INC",
20949,"NDA",,"MYLAN SPECIALITY LP",
20950,"NDA",,"MYLAN SPECIALITY LP",
20951,"NDA",,"GLAXOSMITHKLINE",
20954,"NDA",,"OTSUKA PHARM",
20955,"NDA",,"SANOFI AVENTIS US",
20958,"NDA",,"J AND J CONSUMER INC",
20961,"NDA",,"NOVARTIS",
20962,"NDA",,"ASTRAZENECA",
20963,"NDA",,"SANDOZ INC",
20965,"NDA",,"DUSA",
20966,"NDA",,"JANSSEN PHARMS",
20968,"NDA",,"PERSONAL PRODS",
20969,"NDA",,"MALLINCKRODT HOSP",
20971,"NDA",,"DEPROCO",
20972,"NDA",,"BRISTOL MYERS SQUIBB",
20973,"NDA",,"EISAI INC",
20974,"NDA",,"LILLY",
20975,"NDA",,"LIEBEL-FLARSHEIM",
20976,"NDA",,"LIEBEL-FLARSHEIM",
20977,"NDA",,"VIIV HLTHCARE",
20978,"NDA",,"VIIV HLTHCARE",
20980,"NDA",,"GLAXOSMITHKLINE",
20981,"NDA",,"NOVARTIS PHARMS CORP",
20983,"NDA",,"GLAXOSMITHKLINE",
20984,"NDA",,"ORGANON USA INC",
20985,"NDA",,"VALEANT PHARMS NORTH",
20986,"NDA",,"NOVO NORDISK INC",
20987,"NDA",,"WYETH PHARMS",
20988,"NDA",,"WYETH PHARMS",
20989,"NDA",,"DAIICHI SANKYO INC",
20990,"NDA",,"PFIZER",
20992,"NDA",,"TEVA BRANDED PHARM",
20997,"NDA",,"PURDUE PHARMA LP",
20998,"NDA",,"GD SEARLE",
21001,"NDA",,"JANSSEN PHARMS",
21003,"NDA",,"GLAXOSMITHKLINE",
21004,"NDA",,"GLAXOSMITHKLINE",
21005,"NDA",,"FOUGERA PHARMS",
21006,"NDA",,"ENDO PHARMS",
21007,"NDA",,"GLAXOSMITHKLINE",
21008,"NDA",,"NOVARTIS",
21009,"NDA",,"ALLERGAN",
21011,"NDA",,"SPECGX LLC",
21012,"NDA",,"CIS BIO INTL SA",
21014,"NDA",,"NOVARTIS",
21015,"NDA",,"ABBVIE",
21016,"NDA",,"PFIZER IRELAND",
21017,"NDA",,"LILLY",
21018,"NDA",,"LILLY",
21019,"NDA",,"GLAXOSMITHKLINE",
21022,"NDA",,"VALEANT BERMUDA",
21023,"NDA",,"ALLERGAN",
21024,"NDA",,"SANOFI AVENTIS US",
21025,"NDA",,"NOVARTIS",
21026,"NDA",,"MYLAN PHARMS INC",
21027,"NDA",,"SANOFI",
21028,"NDA",,"NOVO NORDISK INC",
